City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
465,Rio Gallegos,AR,-51.6226,-69.2181,55.45,35,75,9.22,broken clouds
466,Kieta,PG,-6.2167,155.6333,86.13,67,84,3.29,light rain
467,Hamilton,US,39.1834,-84.5333,33.24,59,90,5.75,overcast clouds
468,Kushima,JP,31.4583,131.2333,55.44,54,30,1.7,scattered clouds
469,Ambanja,MG,-13.6833,48.45,74.48,90,11,2.84,few clouds
470,Bonthe,SL,7.5264,-12.505,79.36,83,91,3.11,overcast clouds
471,Nikolayevsk-Na-Amure,RU,53.1406,140.73,25.47,91,61,4.16,broken clouds
472,Biltine,TD,14.5333,20.9167,69.39,19,7,11.03,clear sky
473,Santana Do Ipanema,BR,-9.3783,-37.2453,75.07,82,29,6.06,scattered clouds
474,Otradnoye,RU,59.7775,30.8181,28.45,83,100,4.14,overcast clouds
475,Joao Camara,BR,-5.5375,-35.8197,79.84,88,15,6.8,few clouds
476,Jinka,ET,5.65,36.65,65.68,50,14,1.99,few clouds
477,Rocha,UY,-34.4833,-54.3333,62.19,98,23,5.93,few clouds
478,Umm Kaddadah,SD,13.6017,26.6876,67.32,17,66,12.88,broken clouds
479,Derzhavinsk,KZ,51.1,66.3167,12.96,96,97,14.58,overcast clouds
480,Muisne,EC,0.6,-80.0333,74.32,84,71,5.46,broken clouds
481,Zhanaozen,KZ,43.3,52.8,34.14,41,100,18.07,overcast clouds
482,Mulege,MX,26.8833,-111.9833,67.37,67,12,9.31,few clouds
483,Lichinga,MZ,-13.3128,35.2406,58.86,89,90,9.19,overcast clouds
484,Souillac,MU,-20.5167,57.5167,71.98,88,20,5.75,few clouds
485,Amalapuram,IN,16.5833,82.0167,79.18,84,100,6.6,overcast clouds
486,Ankazoabo,MG,-22.2833,44.5167,61.7,68,0,13.49,clear sky
487,Sevsk,RU,52.1491,34.4926,33.1,96,100,15.48,overcast clouds
488,Rockport,US,28.0206,-97.0544,60.82,58,1,9.22,clear sky
489,Vila Velha,BR,-20.3297,-40.2925,75.15,78,20,10.36,few clouds
490,Itoman,JP,26.1247,127.6694,68.02,64,75,16.11,light rain
491,Grimshaw,CA,56.1834,-117.6027,28.02,54,1,18.41,clear sky
492,Klyuchevsk,RU,57.1216,60.9414,33.73,81,100,16.42,overcast clouds
493,Kunming,CN,25.0389,102.7183,48.13,93,40,4.47,scattered clouds
494,Churachandpur,IN,24.3333,93.6667,52.88,78,7,2.33,clear sky
495,Banamba,ML,13.55,-7.45,75.78,26,16,8.79,few clouds
496,Mnogovershinnyy,RU,53.9353,139.9242,21.38,90,50,4.61,scattered clouds
497,Dengzhou,CN,37.8086,120.7508,45.91,49,0,6.35,clear sky
498,Adrar,MR,20.5022,-10.0711,75.22,25,4,10.09,clear sky
499,Sao Joao Da Barra,BR,-21.6403,-41.0511,73.45,89,99,14.58,overcast clouds
500,Imbituba,BR,-28.24,-48.6703,73.29,91,32,3.69,scattered clouds
501,Borovsk,RU,55.2064,36.4861,36.1,94,100,9.86,overcast clouds
502,Namibe,AO,-15.1961,12.1522,67.42,68,100,10.04,overcast clouds
503,Balabac,PH,7.9868,117.0645,82.78,77,100,8.43,light rain
504,Nioro,GM,13.35,-15.75,77.56,63,100,6.78,overcast clouds
505,Vila Franca Do Campo,PT,37.7167,-25.4333,61.21,72,27,9.22,scattered clouds
506,Mayumba,GA,-3.432,10.6554,77.2,88,100,5.82,moderate rain
507,Zhengjiatun,CN,43.5064,123.5064,23.83,78,5,11.07,clear sky
508,Saint-Denis,FR,48.9167,2.3333,39.69,93,75,8.05,broken clouds
509,Mungaa,TZ,-4.9667,34.8833,62.58,78,30,6.71,scattered clouds
510,Sungairaya,ID,0.7,108.9,79.92,86,100,4.63,overcast clouds
511,Nyrob,RU,60.733,56.7202,30.18,95,100,12.48,light snow
512,Chumphon,TH,10.3333,98.8333,73.51,77,100,6.85,overcast clouds
513,Kralendijk,BQ,12.15,-68.2667,80.58,78,20,8.05,few clouds
514,Rayevskiy,RU,54.0658,54.9468,24.17,85,32,16.69,scattered clouds
515,Hualmay,PE,-11.0964,-77.6139,65.77,87,100,10.54,overcast clouds
516,Kloulklubed,PW,7.0419,134.2556,84.7,75,26,20.04,scattered clouds
517,Charyshskoye,RU,51.3978,83.5598,2.62,84,90,5.68,overcast clouds
518,Rosignol,GY,6.2833,-57.5333,77.45,88,98,5.73,overcast clouds
519,Ambon,ID,-3.6954,128.1814,89.74,66,20,4.61,few clouds
520,Jardim,BR,-21.4803,-56.1381,74.05,94,3,1.7,clear sky
521,Stephenville,US,32.2207,-98.2023,47.19,42,1,3.44,clear sky
522,Puro,PH,12.4841,123.3827,84.15,76,91,12.64,overcast clouds
523,Rey Bouba,CM,8.6724,14.1786,72.5,28,4,1.92,clear sky
524,Diplo,PK,24.4667,69.584,70.23,41,1,6.55,clear sky
525,Kansanshi,ZM,-12.0951,26.4273,58.53,99,89,3.38,overcast clouds
526,Salgueiro,BR,-8.0742,-39.1192,79.57,58,62,7.81,broken clouds
527,Tateyama,JP,34.9833,139.8667,55.67,47,63,14.81,broken clouds
528,Carrara,IT,44.0629,10.0607,52.25,69,100,21.27,overcast clouds
529,Port Moresby,PG,-9.4431,147.1797,85.42,74,40,11.5,haze
530,Kisangani,CD,0.5167,25.2,68.43,97,100,3.76,overcast clouds
531,Quelimane,MZ,-17.8786,36.8883,72.81,70,69,7.27,broken clouds
532,Yilan,TW,24.757,121.753,66.06,93,100,3.02,overcast clouds
533,Roebourne,AU,-20.7833,117.1333,95.2,22,1,18.75,clear sky
534,Nanakuli,US,21.3906,-158.1547,82.35,52,90,0.0,overcast clouds
535,Viedma,AR,-40.8135,-62.9967,60.84,64,0,16.73,clear sky
536,Rostovka,RU,55.3842,71.8891,18.95,90,100,16.64,overcast clouds
537,Laguna,US,38.421,-121.4238,61.09,58,1,0.0,clear sky
538,Nusaybin,TR,37.0778,41.2178,45.14,67,91,3.56,overcast clouds
539,Atambua,ID,-9.1061,124.8925,85.12,63,100,3.29,overcast clouds
540,Lewiston,US,44.1003,-70.2148,36.23,93,90,4.61,light rain
541,Vadso,NO,70.0744,29.7487,21.63,72,100,8.48,overcast clouds
542,Baoro,CF,5.6667,15.9667,67.95,48,73,3.11,broken clouds
543,Katobu,ID,-4.9408,122.5276,87.3,63,83,4.65,broken clouds
544,Krivosheino,RU,57.3431,83.9261,8.67,91,100,12.1,overcast clouds
545,Warrnambool,AU,-38.3833,142.4833,61.48,56,100,21.27,overcast clouds
546,Sao Jose Do Calcado,BR,-21.0253,-41.6544,69.04,95,100,5.08,overcast clouds
547,Alyangula,AU,-13.8483,136.4192,85.87,74,40,5.75,scattered clouds
548,Ende,ID,-8.8432,121.6623,86.72,69,97,1.83,overcast clouds
549,Port Blair,IN,11.6667,92.75,82.89,75,60,8.97,broken clouds
550,Agadir,MA,30.4202,-9.5982,55.85,73,61,3.58,broken clouds
551,Korla,CN,41.7597,86.1469,32.38,60,100,3.71,overcast clouds
552,Khani,GE,41.9563,42.9566,36.97,74,4,7.23,clear sky
553,Asau,RO,46.4333,26.4,40.12,90,99,6.2,overcast clouds
554,Ahipara,NZ,-35.1667,173.1667,70.45,54,97,6.55,overcast clouds
555,Umba,RU,66.6871,34.3429,11.98,92,33,7.4,scattered clouds
556,Pueblo Nuevo,MX,23.3833,-105.3833,52.75,58,100,1.25,overcast clouds
557,Aden,YE,12.7794,45.0367,80.89,70,13,13.04,few clouds
558,Halifax,CA,44.6453,-63.5724,48.2,87,100,9.22,overcast clouds
559,Semporna,MY,4.4818,118.6112,82.6,92,100,5.95,overcast clouds
560,Redlands,US,34.0556,-117.1825,71.28,11,40,5.19,scattered clouds
561,Pontes E Lacerda,BR,-15.2261,-59.3353,72.7,95,98,1.32,overcast clouds
562,Caravelas,BR,-17.7125,-39.2481,72.03,78,60,7.81,broken clouds
563,Broome,US,42.2506,-75.833,30.78,93,90,16.11,light snow
564,Basco,PH,20.4487,121.9702,77.58,84,97,23.22,overcast clouds
565,Barkhan,PK,29.8977,69.5256,49.89,27,0,3.62,clear sky
566,Pirgos,GR,35.1167,25.7178,62.28,69,90,4.56,overcast clouds
567,Yumen,CN,40.2833,97.2,33.01,22,96,1.81,overcast clouds
568,Dawson Creek,CA,55.7666,-120.2362,31.64,40,1,18.41,clear sky
569,Panacan,PH,9.2463,118.4082,81.82,82,100,7.72,overcast clouds
570,Acari,PE,-15.4311,-74.6158,70.34,76,77,2.95,broken clouds
571,Jonesboro,US,35.8423,-90.7043,37.27,70,1,5.75,clear sky
572,Torrington,US,41.8007,-73.1212,37.08,86,97,14.81,overcast clouds
573,Bambanglipuro,ID,-7.95,110.2833,80.71,78,86,5.66,moderate rain
574,Mochicahui,MX,25.9333,-108.9333,66.29,81,100,1.7,overcast clouds
575,Yar-Sale,RU,66.8333,70.8333,-8.45,96,31,6.6,scattered clouds
576,Yelanskiy,RU,56.8419,62.5014,32.5,76,100,16.75,overcast clouds
577,Luganville,VU,-15.5333,167.1667,84.52,69,35,9.55,scattered clouds
578,Sioux Lookout,CA,50.1001,-91.917,21.58,68,75,9.22,broken clouds
579,Watertown,US,42.3709,-71.1828,38.05,90,90,10.36,snow
580,Meadville,US,41.6414,-80.1515,30.58,74,90,9.22,light snow
581,Bambous Virieux,MU,-20.3428,57.7575,71.85,88,20,5.75,few clouds
582,Upata,VE,8.0086,-62.3989,71.85,96,79,3.6,broken clouds
583,Finnsnes,NO,69.2296,17.9811,13.96,95,29,3.78,scattered clouds
584,Huambo,AO,-12.7761,15.7392,60.12,87,100,2.26,overcast clouds
585,Mahajanga,MG,-15.7167,46.3167,77.02,78,40,4.61,thunderstorm with light rain
586,Dingle,PH,10.9995,122.6711,84.02,76,98,12.68,overcast clouds
587,Smithers,CA,54.7804,-127.1743,30.52,69,40,4.61,scattered clouds
588,Airai,TL,-8.9266,125.4092,75.88,56,100,0.98,overcast clouds
589,Saint Anthony,US,45.0205,-93.218,32.32,42,1,9.22,clear sky
590,Saint-Michel-Des-Saints,CA,46.6834,-73.9159,24.85,85,100,13.33,overcast clouds
591,Kahului,US,20.8947,-156.47,82.42,54,40,19.57,scattered clouds
592,Dakar,SN,14.6937,-17.4441,80.73,89,98,9.22,overcast clouds
593,Auki,SB,-8.7676,160.7034,82.96,78,100,2.91,overcast clouds
594,Japura,ID,-0.3167,102.35,77.72,87,99,2.77,overcast clouds
595,Santa Cruz De La Palma,ES,28.6835,-17.7642,62.74,67,40,11.5,scattered clouds
596,Beitbridge,ZW,-22.2167,30.0,64.62,74,98,13.42,overcast clouds
597,Prudentopolis,BR,-25.2131,-50.9778,62.51,88,56,2.51,broken clouds
598,Elliot,ZA,-31.3333,27.85,51.1,88,100,3.62,overcast clouds
599,Yerkoy,TR,39.6381,34.4672,49.69,67,100,5.95,overcast clouds
600,Veraval,IN,20.9,70.3667,74.62,54,3,5.26,clear sky
601,Nizhnyaya Tavda,RU,57.6731,66.1725,28.0,91,100,13.87,overcast clouds
602,Changji,CN,44.0167,87.3167,25.59,93,90,6.71,light snow
603,Olga,RU,43.7444,135.2892,33.08,49,9,11.9,clear sky
604,Kualakapuas,ID,-3.0091,114.3876,86.65,63,100,3.06,overcast clouds
605,Vyartsilya,RU,62.1764,30.693,14.13,98,84,1.23,broken clouds
606,Dordrecht,NL,51.81,4.6736,39.22,90,100,5.19,light rain
607,Sainte-Anne-Des-Monts,CA,49.124,-66.4924,37.27,93,100,5.75,overcast clouds
608,Vitim,RU,59.4511,112.5578,10.89,87,100,12.1,overcast clouds
609,Matara,LK,5.9485,80.5353,78.69,87,91,1.12,overcast clouds
610,Sosua,DO,19.7667,-70.5167,75.18,94,75,0.0,broken clouds
611,Ngunguru,NZ,-35.6167,174.5,66.83,64,5,13.02,clear sky
612,Okato,NZ,-39.2,173.8833,66.11,67,100,8.81,overcast clouds
613,Klimovsk,RU,55.3647,37.525,37.29,87,90,6.71,overcast clouds
614,Sambava,MG,-14.2667,50.1667,73.8,90,25,4.85,scattered clouds
615,Sinnamary,GF,5.3833,-52.95,79.25,86,97,9.75,overcast clouds
616,Jinchang,CN,38.4953,102.1739,38.91,21,0,0.72,clear sky
617,Kiunga,PG,-6.1219,141.2906,89.35,54,100,2.28,overcast clouds
618,Porto Walter,BR,-8.2686,-72.7439,78.28,70,41,2.35,scattered clouds
619,Arrecife,ES,28.963,-13.5477,60.87,72,0,13.8,clear sky
620,Kangaatsiaq,GL,68.3065,-53.4641,25.39,73,100,7.54,overcast clouds
621,Manta,EC,-0.95,-80.7333,74.98,78,75,4.61,broken clouds
622,Launceston,AU,-41.45,147.1667,62.24,44,21,11.5,few clouds
623,Turbat,PK,26.0023,63.044,67.17,33,8,7.18,clear sky
624,Marjamaa,EE,58.9039,24.4306,28.38,82,100,9.22,overcast clouds
625,Bognor Regis,GB,50.7821,-0.6798,38.08,88,98,30.8,moderate rain
626,Vanavara,RU,60.34,102.2797,-4.36,96,67,7.65,broken clouds
627,Jalingo,NG,8.8833,11.3667,75.63,23,38,3.09,scattered clouds
628,Deputatskiy,RU,69.3,139.9,-21.35,88,93,1.79,overcast clouds
629,Severnyy,RU,50.677,36.5532,28.44,100,90,11.18,mist
630,Hovd,MN,48.0056,91.6419,19.67,66,73,3.06,broken clouds
631,San Quintin,MX,30.4833,-115.95,65.26,43,0,4.23,clear sky
632,Te Anau,NZ,-45.4167,167.7167,53.78,60,100,1.7,overcast clouds
633,Pisco,PE,-13.7,-76.2167,64.45,88,0,12.66,clear sky
634,Atlantic City,US,39.3643,-74.4229,39.38,45,40,17.27,scattered clouds
635,Veinticinco De Mayo,AR,-35.4323,-60.1727,68.7,56,0,13.53,clear sky
636,Dwarka,IN,22.2394,68.9678,75.63,63,7,6.46,clear sky
637,Dingli,MT,35.8614,14.3822,60.96,67,0,12.66,clear sky
638,Ust-Kut,RU,56.7938,105.7672,6.4,93,100,4.52,overcast clouds
639,Katangli,RU,51.7102,143.2326,28.47,80,39,15.08,scattered clouds
640,Pahrump,US,36.2083,-115.9839,57.25,15,100,1.61,overcast clouds
641,Jalu,LY,29.0331,21.5482,63.61,67,2,6.62,clear sky
642,Teknaf,BD,20.8624,92.3058,71.53,60,0,5.88,clear sky
643,Cabra,ES,37.4725,-4.4421,38.64,80,62,3.83,broken clouds
644,Minudasht,IR,37.2289,55.3747,51.15,61,3,1.63,clear sky
645,Saurimo,AO,-9.6608,20.3916,62.38,98,98,1.36,overcast clouds
646,Mosquera,CO,4.7059,-74.2302,53.69,94,40,0.0,scattered clouds
647,Longhua,CN,23.6137,114.1919,68.86,36,30,4.74,scattered clouds
648,Northam,GB,51.0333,-4.2167,40.62,76,97,43.08,overcast clouds
649,Kulu,TR,39.0951,33.0799,47.5,73,100,9.48,overcast clouds
650,Samana,DO,19.2056,-69.3369,75.2,75,35,7.58,scattered clouds
651,Jumla,NP,29.2747,82.1838,41.16,41,0,3.24,clear sky
652,Kjollefjord,NO,70.9457,27.3465,22.51,69,94,14.83,overcast clouds
653,Yangjiang,CN,21.85,111.9667,70.39,40,98,10.45,overcast clouds
654,Horki,BY,54.2861,30.9842,35.11,95,100,14.41,overcast clouds
655,Cupira,BR,-8.6167,-35.95,70.34,98,31,3.89,scattered clouds
656,Gayeri,BF,12.6497,0.4931,76.73,21,8,8.5,clear sky
657,Guaranda,EC,-1.6,-79.0,53.65,98,98,1.79,overcast clouds
658,Livingstone,ZM,-17.8419,25.8543,67.26,75,48,5.37,scattered clouds
659,Papillion,US,41.1544,-96.0422,48.85,49,1,0.0,clear sky
660,Nushki,PK,29.5542,66.0215,44.28,50,0,1.19,clear sky
661,Aktau,KZ,43.65,51.2,37.98,54,100,18.86,overcast clouds
662,Jizan,SA,17.3333,42.6667,79.74,73,0,0.94,clear sky
663,Ergani,TR,38.2653,39.7621,43.52,84,100,1.16,overcast clouds
664,Caluquembe,AO,-13.7833,14.6833,60.12,80,87,2.62,overcast clouds
665,Heihe,CN,50.2441,127.4902,14.58,82,39,6.93,scattered clouds
666,Banswada,IN,18.3833,77.8833,68.16,74,97,3.4,overcast clouds
667,Margate,GB,51.3813,1.3862,37.11,93,91,20.62,light rain
668,Zverinogolovskoye,RU,54.4586,64.8542,23.47,91,40,16.46,scattered clouds
669,Chiredzi,ZW,-21.05,31.6667,66.78,75,52,5.32,broken clouds
670,Tual,ID,-5.6667,132.75,83.55,75,100,9.69,overcast clouds
671,Santa Cruz,BO,-17.8,-63.1667,72.86,94,90,4.61,moderate rain
672,Chapais,CA,49.7834,-74.8492,20.98,91,100,12.08,overcast clouds
673,Roblin,CA,51.23,-101.3565,26.19,93,100,6.96,overcast clouds
674,Saint-Joseph,RE,-21.3667,55.6167,73.78,86,38,7.45,light rain
675,Ilabaya,PE,-17.4208,-70.5133,65.41,66,100,3.89,overcast clouds
676,Anadyr,RU,64.75,177.4833,-1.7,65,20,6.71,fog
677,Manokwari,ID,-0.8667,134.0833,84.56,67,89,5.37,overcast clouds
678,Hervey Bay,AU,-25.2986,152.8535,84.31,75,100,6.38,overcast clouds
679,Brownwood,US,31.7093,-98.9912,51.12,42,1,5.75,clear sky
680,Lovozero,RU,68.005,35.0117,8.87,94,100,6.6,overcast clouds
681,Waconia,US,44.8508,-93.7869,34.45,53,100,7.85,overcast clouds
682,Demba,CD,-5.51,22.2667,64.63,99,98,1.3,overcast clouds
683,Manzanillo,CU,20.3433,-77.1167,70.41,75,24,7.85,few clouds
684,Zhicheng,CN,30.2956,111.5047,57.61,42,4,4.03,clear sky
685,Loukhi,RU,66.0764,33.0381,9.19,97,89,4.21,overcast clouds
686,Lagos,NG,6.5833,3.75,80.92,92,99,2.24,overcast clouds
687,Ostrovnoy,RU,68.0531,39.5131,24.06,72,100,11.43,light snow
688,Lebanon,US,36.2081,-86.2911,33.58,74,20,0.0,few clouds
689,San Andres,CO,12.5847,-81.7006,82.42,78,40,9.22,scattered clouds
690,Ixtapa,MX,20.7,-105.2,70.43,83,89,2.51,overcast clouds
691,Joao Pinheiro,BR,-17.7425,-46.1725,72.16,72,100,5.53,overcast clouds
692,Cockburn Town,TC,21.4612,-71.1419,78.76,65,75,5.75,broken clouds
693,Bloemfontein,ZA,-29.1211,26.214,58.48,82,100,16.11,overcast clouds
694,Orotukan,RU,62.2667,151.7,-24.47,96,6,2.46,clear sky
695,Prainha,BR,-1.8,-53.48,79.86,73,94,2.1,overcast clouds
696,Bystryy Istok,RU,52.371,84.3873,12.27,79,100,4.61,overcast clouds
697,Porto Santo,PT,33.072,-16.3415,62.51,82,75,21.85,broken clouds
